,SalePrice
143,214913.31340400816
144,183052.49649489927
145,176254.39258516277
146,112522.24028885306
147,218044.6751423393
148,149710.93671977834
149,119375.0954595753
150,139435.8447546966
151,268264.2021917788
152,197303.3429906466
153,182641.56420097675
154,123773.55538023356
155,83783.94632609701
156,109573.23111016408
157,237620.75705483987
158,227677.31317386485
159,268085.98751848564
160,175238.72480052093
161,321870.9942370533
162,225525.19082554535
163,74786.07793052483
164,154312.58875945583
165,104471.89294761384
166,212010.87090697268
167,279166.1979720569
168,206079.7801448023
169,243383.175531453
170,141690.46249226667
171,201977.61101963592
172,209712.34366635862
173,174567.21668656508
174,225506.84026087832
175,222070.6565233788
176,227107.95171222533
177,178411.0500134288
178,327588.742328531
179,128331.35718273465
180,173280.5447150059
181,158472.85561507242
182,136954.82104917266
183,229503.6260944308
184,126906.2285090813
185,329255.81002292177
186,190776.22860144323
187,142925.31478395278
188,167154.11897483387
189,240372.37385240814
190,253509.56114818715
191,186682.8741896646
192,209189.0725116675
193,184647.09797003656
194,114655.13891301083
195,173785.44805046904
196,275796.0653403925
197,252957.2499818122
198,123209.1724125332
199,268491.6902957902
200,154245.69529323827
201,193510.72807898547
202,129694.8605244048
203,153686.86083903152
204,112479.09886666818
205,197587.45523254632
206,162793.56652722997
207,135026.07788996666
208,236176.98193013016
209,156621.18855040672
210,86754.11365192605
211,180492.59359756333
212,234317.10925469256
213,154415.84100554697
214,141845.92527995247
215,149178.88059465797
216,222225.45558668638
217,102857.31308550388
218,212356.57845504384
219,179873.66930254456
220,213682.1191563378
221,216149.10785643954
222,193030.50266316766
223,122608.06505917979
224,317345.9965683402
225,120890.16435994895
226,263516.4534953814
227,110592.59101654054
228,122393.57693087112
229,207443.0154887786
230,137114.84839681105
231,290159.29689667013
232,115754.62585457088
233,126370.72219421843
234,227439.9194323864
235,106625.73597160273
236,201030.40184018377
237,218668.13993617997
238,252810.52920399676
239,138207.90561250842
240,245744.5545504886
241,97864.57722565462
242,98767.81628843711
243,134871.4685306669
244,240178.53895483806
245,235251.7898841719
246,137861.99577084254
247,157876.47918205382
248,204754.575905103
249,265277.42752232077
250,82500.81258907367
251,241940.05026669987
252,186403.82591722964
253,168038.09266126296
254,143986.05605690775
255,225395.59494323074
256,203141.3068145531
257,251831.22757736302
258,220003.87286536756
259,86973.66542818362
260,178764.34829074994
261,285875.8381285297
262,171987.9112515722
263,136830.5453883846
264,111728.11962953431
265,202233.94704674126
266,203500.00257070968
267,178429.34152738831
268,117280.13769005693
269,178873.48448779504
270,259752.9053281895
271,202222.29838630522
272,265071.2375261955
273,188796.6559028282
274,122428.72637201822
275,187405.31513052352
276,213838.90985372488
277,101615.2457145236
278,297241.8811023419
279,223052.15477377793
280,218470.57391093764
281,189794.01029799855
282,216103.01368306822
283,245823.21717109636
284,190938.01111271372
285,169632.10838469327
286,185928.57283869968
287,85912.6843571316
288,109485.30048977723
289,143367.01462270645
290,236911.4583663037
291,132509.67428713024
292,164117.33880119922
293,245919.34094086965
294,196234.40543374803
295,162590.07817906234
296,135284.03570334986
297,223815.16192804533
298,184960.96435478027
299,152864.70907100046
300,144119.57029564283
301,256961.7008597809
302,241947.9016354091
303,147975.95621092874
304,291264.4444835043
305,282088.65863520675
306,243743.11372251553
307,98748.64803900139
308,107001.23346974689
309,310759.3268728452
310,186034.24215187947
311,145507.38100070495
312,132121.43510251166
313,309442.941004658
314,170987.41847841605
315,200615.84075218777
316,248256.26252823567
317,259227.6477631617
318,276769.3040269505
319,221879.48779127852
320,293899.34005554835
321,290622.9749076427
322,251050.77045750455
323,131397.85216457257
324,256448.01702290878
325,102214.760115213
326,250818.11334255908
327,156680.2366491449
328,185025.3213164321
329,90454.29264849413
330,156933.22673723265
331,138530.93331976468
332,285023.1810448669
333,212611.2471595056
334,215166.2540046851
335,266697.7578356633
336,290658.60513659054
337,225020.88670655026
338,214646.2280650048
339,158789.5230891785
340,220271.29026997334
341,88398.94432869018
342,76391.76309115905
343,247832.34809489513
344,103020.7755486616
345,136114.42952534836
346,130911.2717482301
347,203578.30859953433
348,192623.45303587092
349,324134.52765890374
350,251644.33651335537
351,209628.7242429254
352,94757.25860714295
353,128642.16029050446
354,161330.55193404225
355,179625.5885997275
356,180737.3353110404
357,178052.0713945122
358,123513.34116130346
359,258552.16193453083
360,159653.34042630857
361,139335.06660933036
362,195298.5854016355
363,128427.27811240999
364,201119.97089693183
365,127584.72227319644
366,196648.61879424436
367,151108.51390173624
368,141860.71753105463
369,186733.09863110806
370,196798.9239078879
371,140713.134123515
372,129258.54049312382
373,121013.25980809692
374,213696.4700763612
375,36403.12279803923
376,137567.99024401652
377,271309.1016755039
378,284693.24517592264
379,201549.93396823492
380,137503.7030536345
381,213021.92859884957
382,214123.88653576165
383,105294.08511602331
384,263492.0146050772
385,205448.1337600978
386,98392.95250978821
387,159293.979608463
388,202410.5208426338
389,319386.74519433745
390,121294.92282832891
391,221330.69409691181
392,89666.77612188936
393,81657.76248975156
394,98723.01832078886
395,139734.90775931615
396,142070.41260260146
397,160462.5037011085
398,102903.45445469662
399,210132.18697615864
400,220748.72300635313
401,196185.8060313298
402,104331.83921030292
403,247524.4188836969
404,184481.826769504
405,197529.53156577714
406,124051.63828104606
407,147729.47114018898
408,258059.83063096693
409,264342.53001887037
410,120880.37614436413
411,144639.50647033425
412,230531.29347103753
413,119642.92577774718
414,244080.55751412187
415,194326.30299598956
416,160032.21711594705
417,247283.17492166115
418,119063.00414717407
419,141107.63800870779
420,224693.672569889
421,225617.75298537884
422,121396.13011961023
423,280056.8273586811
424,150487.63796284457
425,157676.69676354423
426,235544.49460105842
427,99377.18111087848
428,206158.60582207353
429,200689.72805384744
430,106014.57019602787
431,118014.0683839469
432,148475.3393987196
433,191622.46751181234
434,70703.46204112563
435,209848.60689403524
436,122255.6058165452
437,112866.57350415841
438,101273.36001230637
439,145239.24648341804
440,355756.83439778734
441,105161.02275291528
442,167812.0071093979
443,207426.0126611204
444,226509.44235422823
445,175036.48012791842
446,214052.55393153045
447,218860.5825566859
448,137177.13672658056
449,116372.29716214421
450,122892.45700250543
451,239508.3723138005
452,202865.53823996987
453,203333.3418226404
454,193986.4470396
455,185542.74594583083
456,121702.2359361489
457,210062.15039779956
458,167289.77341988904
459,115772.5748072908
460,231874.44451556692
461,164128.87528756808
462,115585.13659161062
463,153030.50231025612
464,117295.47112428222
465,198526.76806632685
466,187593.97680115537
467,163091.25577902677
468,247339.0432592507
469,190938.92230170744
470,195030.01289388875
471,215873.5421258337
472,149187.54997171077
473,292278.8282197777
474,225706.66721215635
475,147154.7015663199
476,217739.44012434443
477,313432.48265271145
478,272040.8444291196
479,141455.71141348942
480,300240.6567366461
481,285582.41476509
482,173264.98194104095
483,178817.48828607867
484,140389.03408139502
485,142118.86432068015
486,154070.37023924664
487,198402.12069285032
488,175911.11471364484
489,93338.31689433393
490,116035.33115941135
491,147117.16261653719
492,182441.98097737157
493,141233.12087667023
494,101350.97835050733
495,75195.77898853377
496,345131.73553017504
497,168594.66079763148
498,124297.68209325254
499,123393.49155911687
500,131398.2679140435
501,207135.96481913573
502,152658.44852957316
503,244242.07591981452
504,164216.42734728346
505,147667.29002624715
506,226947.96589908516
507,180544.9222710327
508,173802.0914950642
509,137084.8146926182
510,179663.63935991738
511,200627.17363962787
512,128285.66208075336
513,157054.09559743502
514,86666.89249925059
515,320501.84171323467
516,196910.9701790876
517,251680.04766972002
518,199664.42732967297
519,210353.53410837206
520,76194.1674905686
521,163810.42362979194
522,178242.6168455712
523,457852.58277443796
524,272664.9584821891
525,199542.8902102413
526,126195.77589463675
527,319849.7414971007
528,78814.00942859589
529,253634.8323047685
530,204853.1595180059
531,149331.41994219122
532,111065.91417907702
533,724.7556606642902
534,199770.55489700846
535,109479.12838664802
536,206540.73276823328
537,126258.82299910055
538,159332.16950700385
539,244356.30306627962
540,292496.5974592323
541,245772.63630305137
542,224920.21957117028
543,140766.8386487842
544,208896.0499460334
545,241271.98345394176
546,161915.70776009327
547,132805.9574347732
548,138756.89781097125
549,230593.1202244152
550,156482.1781220705
551,106932.79419464315
552,256527.11937852122
553,124170.36777782429
554,261099.25796094432
555,108778.87466641609
556,151397.9855200837
557,118259.72233451926
558,200353.93134662195
559,207606.80216044327
560,186568.5203610385
561,181760.48473474593
562,117006.23091579985
563,179056.96582697064
564,244599.87256504316
565,126360.1831659443
566,280791.16306351975
567,204821.51960659388
568,259220.5983653263
569,155717.56816440425
570,172130.64494285185
571,123880.55112556042
572,208040.55949473556
573,189138.26443230012
574,117024.12581391842
575,117289.68377770961
576,147355.5953436409
577,169864.9715788837
578,170723.30210731633
579,144829.41915868607
580,196062.2016229469
581,293355.1720766112
582,116863.41768774111
583,297276.52900672203
584,124469.17986928124
585,300353.45262402203
586,120236.22057046101
587,133038.18423343345
588,202013.94887474447
589,92241.70308956376
590,192824.71862623736
591,331924.3660682471
592,151684.4380193815
593,149140.43728186924
594,112967.32116301812
595,281104.4101996871
596,129003.30163106928
597,206568.27217741567
598,204974.43200548342
599,173229.15854240104
600,250503.48760179756
601,148138.2046760905
602,237415.05032239226
603,164174.61077086825
604,227175.60081802343
605,229080.28678651468
606,164601.36154558242
607,189546.70885538054
608,265220.1569104998
609,115548.62387352856
610,295255.69567526097
611,167247.37484652386
612,249257.7961046613
613,127877.72428752435
614,64559.54740414396
615,150288.1353166696
616,198921.28503058106
617,118730.62729111442
618,282478.8140263625
619,291722.20387427777
620,60735.82667485357
621,254246.2495326175
622,143203.047829226
623,171541.85496840836
624,196737.70200248412
625,156312.07147540164
626,139742.46338326926
627,171167.21193652472
628,207051.99153039837
629,169627.47673507652
630,123574.26728432951
631,224578.6631059579
632,202519.91529830883
633,141350.3115011449
634,146280.3019510965
635,188690.71283169137
636,41516.727464803145
637,101471.75069924758
638,78373.51285480976
639,255190.43069867743
640,231625.7507775355
641,234861.1075407886
642,308966.3086227075
643,164099.12780726003
644,282343.9675595487
645,160571.92563507706
646,107563.99903721036
647,162520.37608243048
648,169169.0691050639
649,61834.29739197914
650,198017.40051248076
651,120992.77831914055
652,205788.9889401727
653,130899.73310036992
654,298898.4203167757
655,111459.43165523454
656,145713.93694483803
657,153958.2634206555
658,139822.7498197836
659,179081.09358052642
660,205002.44646577467
661,310649.92490302504
662,176946.34713461564
663,150927.56177385373
664,313161.72502391785
665,240793.9964332946
666,216719.0129837331
667,226403.99228915956
668,191627.41423406452
669,99492.10098675732
670,189924.71933568164
671,135340.15227775334
672,188999.10012038122
673,238034.32567805354
674,162947.89331526437
675,170500.6950922151
676,141756.3408872143
677,115379.13610477268
678,283235.5630398664
679,137978.7486717829
680,140284.51514850592
681,125374.23051391507
682,189463.52389365493
683,272161.7859260503
684,207155.9231703534
685,216820.05272104614
686,214429.28629658115
687,159913.15691731288
688,238614.159720378
689,192854.72531788563
690,154327.80871933245
691,404133.2970707044
692,271711.29325873754
693,106935.19162018143
694,137913.12413973024
695,190708.8524334093
696,81174.42030338384
697,117232.92990131653
698,155290.1423683219
699,194779.27391856897
700,276368.3883427931
701,163812.58844031906
702,281001.28224725276
703,152360.25285826426
704,219364.9484898582
705,45896.806177074555
706,283102.23331868136
707,223341.42814319825
708,199955.07879400346
709,116005.23955735855
710,61776.19235137908
711,99578.88355478842
712,205424.59424089792
713,133970.08353526448
714,178748.79252743593
715,174703.2106313306
716,202305.49435294094
717,173441.08174432407
718,282256.8503055271
719,131282.7074332477
720,231090.74197462224
721,146147.2531708622
722,114817.95450840902
723,140261.81020333956
724,285566.09784783947
725,121340.8420199625
726,222783.02845717885
727,205987.1469737509
728,187389.03455619083
729,102045.19594824582
730,236472.85614811478
731,196023.53241838445
732,231774.97379598685
733,144268.06506107852
734,118188.10462194658
735,187166.705999044
736,76767.45094777702
737,240608.63249901705
738,160650.1542920837
739,204913.8550382679
740,143340.51394519745
741,143789.73141906818
742,196859.59782071668
743,175299.70152587548
744,210191.47020341142
745,292463.538271451
746,231654.2240005819
747,239082.95439234364
748,238418.56818830373
749,108465.88013947103
750,94083.03539429535
751,175968.76007687673
752,209968.16703679715
753,256792.83830811852
754,162645.0970381481
755,166341.9074264454
756,217282.8863779012
757,176854.35889577994
758,177461.97199570702
759,272672.3091077914
760,118305.31869290641
761,127870.43733540934
762,200067.10766946536
763,283057.5054310941
764,216359.59450001922
765,237555.34479639737
766,208708.26329778705
767,177326.13871465356
768,236879.23735542386
769,366570.2828461655
770,139283.987929311
771,123388.5172704733
772,167210.95139352756
773,109001.80222891411
774,281257.5144985984
775,180928.89962630358
776,234691.80035040155
777,149772.37643679907
778,173262.36468671332
779,148001.64763795794
780,194323.4537731693
781,183156.09717473853
782,200093.10978960467
783,167268.36920187494
784,147469.90777723223
785,181823.14335214824
786,136661.60220291687
787,225060.4116202843
788,105091.542001602
789,212332.28754675365
790,181089.50623702665
791,168947.65704100975
792,238598.12303068745
793,221077.61423096922
794,206912.26970306912
795,184748.10811903386
796,167573.501399755
797,94753.53948319936
798,341180.0377798191
799,153275.57555823843
800,205671.23142096063
801,132852.939479216
802,204413.56576031668
803,335291.23148761864
804,117599.48249721108
805,201784.55885529157
806,127266.6064970647
807,199589.4787492921
808,147608.1806299053
809,142433.40267379477
810,185739.8449838753
811,157422.6155555813
812,109923.61362270673
813,155392.85335009638
814,116032.66647213278
815,208457.51101726235
816,117695.85914881923
817,273656.53140222083
818,149391.70732796763
819,214237.06477290776
820,192170.23398193496
821,104956.72244670801
822,207608.72894163802
823,152784.9959410018
824,232456.6443163834
825,323593.53389784216
826,84242.50836329488
827,211889.08173851448
828,202248.41381441115
829,164330.95166561333
830,194531.62388465425
831,163812.16062264075
832,227678.72187837132
833,174209.68786879384
834,144774.10262807074
835,144162.84064352594
836,173782.41696242988
837,116204.33459929598
838,153115.27247973986
839,121323.25120700349
840,133891.64049097837
841,169931.1773828395
842,159887.0473568648
843,137230.05167917535
844,166242.9526888131
845,207674.8138335303
846,214155.05997808313
847,129217.98689600301
848,239530.35342820373
849,194939.26391740493
850,146614.11273664492
851,210068.77523547364
852,168348.87950462336
853,182514.8043557295
854,208381.47576452256
855,150253.43848325068
856,148705.3742528943
857,173215.88413208153
858,182025.54410550452
859,248176.61393459304
860,166104.13748802664
861,137787.3329388277
862,161721.68659045792
863,143853.0862470112
864,199373.29856587818
865,151808.12442776642
866,251356.97989073698
867,142816.0713284621
868,176656.36666512862
869,233422.21296549134
870,105766.69713052304
871,188478.70735748217
872,118318.25880774844
873,122748.70755982131
874,100701.28258656128
875,276810.57446034905
876,137207.78914524917
877,293213.05964658794
878,162703.2764748229
879,137108.18799347
880,168946.71948670945
881,217016.12670463417
882,193101.65637780342
883,136940.53739633318
884,109477.44678393833
885,243948.72322387097
886,185903.23668527883
887,144574.47595260513
888,269857.5420604751
889,182622.55154455604
890,137435.1873629042
891,188282.08007709763
892,151108.4544023613
893,170851.2265542323
894,128561.15527971962
895,179955.21210731508
896,100564.74835812312
897,163234.38669387938
898,344227.5852954093
899,142534.77207693388
900,110169.63111527136
901,158101.93902768206
902,199565.82664968097
903,241734.81708919327
904,116133.9798435499
905,118226.5799256583
906,258283.2659919425
907,186988.67899364117
908,140838.10704315896
909,189577.83139213675
910,174659.16054610338
911,147474.81086541747
912,112917.28712571226
913,166326.70967244683
914,163879.68477321242
915,95194.45028612332
916,46234.500102934544
917,123097.01195085875
918,244194.08431105711
919,194611.1338551127
920,200872.63549705688
921,171486.47912397014
922,191701.7898661876
923,197390.0513213958
924,225086.74472554284
925,164481.86834394734
926,266606.3379172452
927,205920.82166204497
928,242980.42789898987
929,225247.76655880897
930,226016.97381910833
931,114298.1654283019
932,275686.15031556226
933,207477.87869734236
934,229263.20036236418
935,92934.95022345055
936,196382.4733570459
937,229315.28500247572
938,241713.4675856284
939,204951.97598306474
940,186674.87997341435
941,229406.57402395539
942,143318.83379560406
943,164087.73942928552
944,167062.1134356762
945,159353.84365655098
946,151061.1045688314
947,274196.84374926076
948,214109.75629185466
949,195413.9415572969
950,149293.66625407315
951,133470.6058651826
952,125517.62980692869
953,192900.60236484243
954,130402.688437687
955,156334.4563933208
956,147264.0525359091
957,135304.3061210853
958,204485.74861163297
959,181806.77960754104
960,112430.23577795608
961,286070.9308205672
962,180296.24004247482
963,256217.76114832808
964,220841.19268969086
965,191670.05194196943
966,145890.22378665756
967,129653.33871544374
968,55963.301362902275
969,118211.92424911074
970,83770.1012720199
971,180793.0013496544
972,134400.21531104168
973,201870.7019942958
974,194767.07677158376
975,186706.81299207802
976,62500.98830604635
977,192845.70092658768
978,108019.03775600158
979,144270.97063999984
980,180440.74083793897
981,278156.68541211204
982,196324.60003246192
983,247220.62223229802
984,136098.242110849
985,117986.9087846611
986,141436.01877002907
987,298459.55903952976
988,205490.57436904823
989,192965.42685552663
990,275788.1501817447
991,191915.28812904877
992,202864.41769207967
993,179829.8653096389
994,287927.6624638416
995,113943.41076188721
996,141818.6264210008
997,195273.77242070145
998,94583.42661010637
999,204209.428647061
1000,78062.32259421889
1001,78776.5362989544
1002,249149.65886449267
1003,168346.90703458246
1004,207155.19583358231
1005,141460.53218493715
1006,205997.777037838
1007,101153.21606801834
1008,233504.50852880965
1009,103111.21438230982
1010,128992.82028108195
1011,99312.51308973995
1012,156059.50620835996
1013,113800.59399046318
1014,132680.64810310095
1015,211926.79903114692
1016,219667.05201328069
1017,194162.1917953716
1018,184338.58616363816
1019,202864.5350729758
1020,169187.28670767637
1021,206494.58704621298
1022,106535.87176071224
1023,206123.35941832548
1024,287204.0244621689
1025,128676.27334938198
1026,169534.9194072924
1027,268616.07225552655
1028,125248.66009574896
1029,129666.87388322758
1030,116521.02449284797
1031,254567.8299865037
1032,290827.0731301997
1033,242698.0004614247
1034,108690.36619707663
1035,78231.79512170854
1036,274172.09707764897
1037,249624.79305440036
1038,106816.9600413125
1039,78682.09748501843
1040,193543.6349505894
1041,172596.34789304773
1042,203866.8399520096
1043,261963.09150661773
1044,303200.17195209523
1045,135299.91151674453
1046,329854.94489858556
1047,148170.94320652762
1048,163511.7719823412
1049,98476.8173990685
1050,190377.01906143082
1051,199538.24932996696
1052,192204.24372526142
1053,165564.97520256706
1054,248345.36487911432
1055,195290.60673500912
1056,213283.31018081564
1057,223324.40824672545
1058,286226.0392506487
1059,167742.15829836135
1060,204416.55623608443
1061,126656.39041790587
1062,146503.3759184603
1063,155263.97592397383
1064,158070.35462253273
1065,243900.90588278684
1066,184950.56769564014
1067,183049.00659870764
1068,240494.72947649797
1069,130027.35478870454
1070,131193.78104914445
1071,159213.60141036904
1072,127415.86654437985
1073,160516.66817697126
1074,208722.23958210298
1075,171680.43128320482
1076,181897.0206332591
1077,134457.9612952897
1078,154439.42315165047
1079,130530.74308994017
1080,183814.47398186463
1081,128259.26371445588
1082,211640.7422664503
1083,170585.98047368973
1084,191561.66787622473
1085,160526.4792650867
1086,104607.13338359434
1087,260722.83274542482
1088,184553.35927617922
1089,206282.99270350393
1090,75743.84387076041
1091,169081.50517642323
1092,181041.81659541943
1093,178559.20609295508
1094,127493.65224490582
1095,189158.90211951663
1096,123282.59745087894
1097,166756.5219586317
1098,100158.29711309227
1099,202937.17282811238
1100,36462.50950686098
1101,113996.19265307067
1102,136786.59334082762
1103,149824.2926812719
1104,133673.57523837034
1105,287241.95182669733
1106,213424.20717090392
1107,226175.1498615155
1108,197861.92870353023
1109,277382.55192275543
1110,204867.21896167856
1111,206822.68178138428
1112,114475.37346503558
1113,138964.95868126932
1114,115324.6507249733
1115,267665.76094168075
1116,205885.66927935428
1117,143879.59889401577
1118,136282.929939289
1119,119599.57874574442
1120,120712.85813289532
1121,227943.91650768882
1122,95677.79071396298
1123,97699.7340959193
1124,183309.7475618613
1125,126218.6581960629
1126,222681.69380322227
1127,247131.18181574205
1128,216023.92644011672
1129,142046.26091234433
1130,186651.14233520452
1131,110122.93858151801
1132,145967.53041395266
1133,234776.0478444564
1134,193278.8041988432
1135,116289.20286369091
1136,124171.31360575708
1137,87318.49537362636
1138,225848.20328348933
1139,135364.57429479738
1140,137918.13654523378
1141,209180.92348910088
1142,320252.49831699976
1143,93186.33699329267
1144,83152.29793761834
1145,132729.31609058427
1146,194922.72919428558
1147,150492.81269523373
1148,118507.97471171722
1149,156221.34441969835
1150,115144.34342593816
1151,182059.32322328864
1152,186485.26548094954
1153,127629.93949179852
1154,220268.02307937702
1155,208215.56271415437
1156,178608.60197214584
1157,216366.3233818066
1158,236308.8461731983
1159,196632.97261234478
1160,169428.80202141905
1161,219270.33414682618
1162,131663.66747849458
1163,141992.91566348553
1164,189592.4641168816
1165,212724.71328778972
1166,243999.23581601598
1167,207446.34060551366
1168,208104.04353784688
1169,374192.8081526826
1170,156923.0894842731
1171,175598.36559597112
1172,171520.1604027549
1173,218779.87806361634
1174,199043.50717088953
1175,277133.1363905659
1176,135624.09491270164
1177,127591.26032612112
1178,123055.30459108239
1179,84495.50113747793
1180,237995.8473155275
1181,241988.34008276893
1182,409776.97255040286
1183,154182.39938481525
1184,233121.34452129435
1185,118725.9024678641
1186,117125.49234578677
1187,251913.26864626422
1188,198668.45779435092
1189,210341.81592700363
1190,220013.66495946422
1191,186874.71601600968
1192,123327.12045400124
1193,183930.53719049983
1194,148380.4123190461
1195,181977.00832213613
1196,233225.5184194208
1197,139614.93099767156
1198,194734.92710119707
1199,157218.93418599362
1200,98633.15434127057
1201,199246.76398466865
1202,130834.378651159
1203,219906.3344645762
1204,159116.59324138076
1205,264026.8856407044
1206,124639.91343949782
1207,219533.9235903432
1208,152848.19470823312
1209,258233.60405519372
1210,219944.6235847118
1211,212102.71905547671
1212,86229.06340239791
1213,111153.505025981
1214,127724.60589715443
1215,108405.07838938502
1216,148947.29929603415
1217,222193.4502259664
1218,49452.425714830984
1219,113235.41943859681
1220,108320.51645158918
1221,128926.27023704315
1222,163371.50940735103
1223,197530.14413572312
1224,214789.2708706992
1225,128524.17145875492
1226,225889.94820536545
1227,158428.85072863882
1228,284411.1188409905
1229,146779.50834453537
1230,224501.5570413787
1231,146915.52837410546
1232,100025.56888140691
1233,150192.31444249873
1234,121153.60019633721
1235,134079.0570719845
1236,181180.62754027767
1237,216402.64592068922
1238,170121.96706303605
1239,225006.25305388938
1240,214222.78052692616
1241,237972.9666140522
1242,195199.39838684455
1243,322955.16445659124
1244,170557.3872673225
1245,218540.48924666084
1246,191189.1940475544
1247,169787.2785337757
1248,163902.61505137302
1249,113474.03195060091
1250,255567.9167972015
1251,200794.32777671097
1252,118439.1171790139
1253,250207.83363930904
1254,204787.12870970007
1255,142385.6197405702
1256,271644.88297910744
1257,78880.62814036745
1258,186337.70757206448
1259,167163.62980910286
1260,198804.89603341802
1261,117600.3083679186
1262,162681.9283558115
1263,157709.90157657745
1264,186190.31725974393
1265,183273.2051412277
1266,136126.4782126299
1267,288503.1336495365
1268,317749.0367482699
1269,134994.3279946784
1270,210399.78040716622
1271,186070.77668850205
1272,125167.92176099238
1273,169363.0687991056
1274,158357.2459692564
1275,147915.46592878108
1276,173987.5468666138
1277,201912.67844536586
1278,246709.87990083813
1279,101203.92013031628
1280,217086.93876804167
1281,211965.62795168068
1282,166542.90862981428
1283,140317.10392591415
1284,203716.78817932412
1285,126215.46496302041
1286,184928.86254560563
1287,192172.6760171363
1288,232941.3662102603
1289,253231.83684452204
1290,163169.30318284
1291,130166.40378675133
1292,158400.33037813392
1293,203426.3418401184
1294,137003.0914456721
1295,144915.39932116424
1296,162966.68852516345
1297,160495.69228582573
1298,594851.9779501936
1299,151978.47030434327
1300,223930.98311063123
1301,150947.52069481194
1302,280357.29538208595
1303,234252.43837416032
1304,184915.34261624282
1305,284771.10891111253
1306,201236.68226086628
1307,151002.4385477557
1308,150501.46369424777
1309,192771.55392087426
1310,258976.91350387305
1311,211975.2046789904
1312,279390.90065330477
1313,300457.04785121314
1314,116491.30354184192
1315,218247.72074092051
1316,260446.47130403423
1317,198032.654461907
1318,259420.1605091726
1319,96330.31704253762
1320,188700.31809280382
1321,58213.03941738629
1322,226668.24564116553
1323,67132.47884109337
1324,257532.12701365398
1325,60829.49780432659
1326,73061.1480759111
1327,134350.04320958548
1328,251614.29652779235
1329,204846.6952743046
1330,248206.48314881348
1331,134619.2654268006
1332,100237.75807750481
1333,130721.47480425518
1334,140748.6190376653
1335,187633.11292210536
1336,169379.70653917908
1337,57758.56046788616
1338,223616.0394107711
1339,114144.83208161872
1340,129084.19497501827
1341,179446.99408629735
1342,246297.31765223644
1343,168098.2976715496
1344,197761.52886837302
1345,88385.25282031973
1346,250457.90250006435
1347,256411.94506517448
1348,231683.21058774833
1349,156386.3686549511
1350,238508.93370004825
1351,178111.18553919496
1352,146309.08730687748
1353,319643.50389320694
1354,243739.2592877621
1355,206527.8489623114
1356,108438.11216875748
1357,172057.19258012006
1358,166514.7992964281
1359,298622.81232545665
1360,199998.34006251337
1361,233733.8731843211
1362,145920.37707700918
1363,177988.9908141247
1364,163624.68323492608
